employee_id,name,designation,department,seniority_level,experience_years,qualification,join_date,state
EMP01682,Gunbir Kant,Deputy Director,Social Statistics Division (SSD),5,11.9,PhD Statistics,2015-01-05,Odisha
EMP01683,Bahadurjit Dhar,Senior Statistical Officer (SSO),State DES - Karnataka,3,10.2,MBA,2016-01-25,Madhya Pradesh
EMP01684,Ranveer Taneja,Additional Director General,Data Informatics & Innovation Division (DIID),8,29.9,M.Sc. Mathematics,1997-10-28,Andhra Pradesh
EMP01685,Eta Goswami,Director,National Sample Survey Office (NSSO),7,17.6,M.Tech Computer Science,2009-03-25,Uttar Pradesh
EMP01686,Timothy Mital,Director,Social Statistics Division (SSD),7,21.6,M.Sc. Data Science,2005-10-09,Madhya Pradesh
EMP01687,Eshana Mani,Joint Director,State DES - Tamil Nadu,6,19.6,M.A. Economics,2007-09-18,Jharkhand
EMP01688,Krishna Chacko,Director,State DES - Uttar Pradesh,7,20.9,M.Tech Computer Science,2006-03-28,Odisha
EMP01689,Darsh Dara,Deputy Director,Social Statistics Division (SSD),5,9.0,PhD Statistics,2017-11-04,Uttar Pradesh
EMP01690,Daniel Dhar,Director,Data Informatics & Innovation Division (DIID),7,26.7,M.Sc. Data Science,2000-10-08,West Bengal
EMP01691,Maanas Murthy,Director General,State DES - Karnataka,9,34.0,MBA,1992-06-20,West Bengal
EMP01692,Zaitra Luthra,Additional Director General,Social Statistics Division (SSD),8,26.2,B.Sc. Statistics,2000-11-13,Himachal Pradesh
EMP01693,Harini Chaudhary,Assistant Director,National Accounts Division (NAD),4,14.5,PhD Statistics,2012-12-28,Telangana
EMP01694,Zaitra Shroff,Additional Director General,Price Statistics Division (PSD),8,29.2,M.A. Economics,1997-05-03,Bihar
EMP01695,Ekaja Narayanan,Assistant Director,State DES - Uttar Pradesh,4,11.8,M.Sc. Data Science,2015-08-08,Himachal Pradesh
EMP01696,Yatin Shroff,Additional Director General,National Sample Survey Office (NSSO),8,24.0,M.A. Economics,2002-04-15,Uttar Pradesh
EMP01697,Lakshit Bains,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,4.0,MBA,2022-08-28,Jharkhand
EMP01698,Daniel Bains,Director,State DES - Bihar,7,26.5,M.Sc. Statistics,2000-11-18,Himachal Pradesh
EMP01699,Leela Narayanan,Additional Director General,State DES - Bihar,8,23.8,B.Sc. Statistics,2003-07-27,Punjab
EMP01700,Jagvi Sandhu,Junior Statistical Officer (JSO),State DES - Bihar,1,2.5,PhD Statistics,2024-02-04,Madhya Pradesh
EMP01701,Harsh Tripathi,Deputy Director,State DES - Karnataka,5,16.6,M.Sc. Statistics,2010-06-14,Uttar Pradesh
EMP01702,Varsha Gupta,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,13.1,M.Sc. Data Science,2013-02-11,Kerala
EMP01703,Jeet Khare,Statistical Officer (SO),State DES - Bihar,2,5.2,PhD Statistics,2021-05-11,Gujarat
EMP01704,Ranveer Khare,Additional Director General,State DES - Uttar Pradesh,8,22.0,M.Tech Computer Science,2004-05-20,Uttarakhand
EMP01705,Mitali Bali,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,5.5,B.Sc. Statistics,2021-06-19,Gujarat
EMP01706,Siya Talwar,Deputy Director,State DES - Bihar,5,12.1,M.Sc. Mathematics,2014-11-10,Uttarakhand
EMP01707,Rudra Talwar,Additional Director General,National Accounts Division (NAD),8,26.1,M.Sc. Mathematics,2000-10-10,Bihar
EMP01708,Tejas Kaur,Deputy Director,Central Statistics Office (CSO),5,15.4,M.Sc. Data Science,2011-05-05,Uttarakhand
EMP01709,Vinaya Nath,Deputy Director,State DES - Maharashtra,5,12.6,MBA,2014-10-06,Assam
EMP01710,Neelima Mandal,Senior Statistical Officer (SSO),State DES - Maharashtra,3,9.9,M.A. Economics,2017-06-13,Jharkhand
EMP01711,Imaran Dani,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,12.7,M.Sc. Mathematics,2014-07-01,Assam
EMP01712,Varsha Bains,Joint Director,Price Statistics Division (PSD),6,14.7,M.Sc. Data Science,2012-05-20,Bihar
EMP01713,Timothy Sandhu,Statistical Officer (SO),Social Statistics Division (SSD),2,6.5,PhD Statistics,2020-10-21,Odisha
EMP01714,Aarush Nath,Director General,State DES - Bihar,9,32.8,M.Sc. Data Science,1994-11-02,Telangana
EMP01715,Krishna Tella,Statistical Officer (SO),State DES - Maharashtra,2,8.7,M.Sc. Statistics,2018-09-18,Kerala
EMP01716,Tejas Mital,Director General,Central Statistics Office (CSO),9,32.5,PhD Statistics,1994-09-08,Uttarakhand
EMP01717,Zaitra Borra,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,10.9,M.Sc. Data Science,2016-12-23,Gujarat
EMP01718,Mitali Shroff,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,4.9,M.Tech Computer Science,2022-12-07,Karnataka
EMP01719,Lakshit Seshadri,Statistical Officer (SO),National Accounts Division (NAD),2,8.3,M.Tech Computer Science,2018-04-08,Maharashtra
EMP01720,Zaitra Dhar,Additional Director General,State DES - Maharashtra,8,23.6,B.Sc. Statistics,2003-11-03,Haryana
EMP01721,Kabir Dasgupta,Statistical Officer (SO),State DES - Uttar Pradesh,2,5.1,M.Sc. Data Science,2021-09-19,Tamil Nadu
EMP01722,Viraj Dubey,Additional Director General,Central Statistics Office (CSO),8,21.6,MBA,2005-12-15,Tamil Nadu
EMP01723,Timothy Mandal,Assistant Director,State DES - Tamil Nadu,4,11.9,PhD Statistics,2015-05-25,West Bengal
EMP01724,Yash Dubey,Deputy Director,National Accounts Division (NAD),5,13.9,M.A. Economics,2013-08-17,Jharkhand
EMP01725,Ranveer Mandal,Deputy Director,State DES - Maharashtra,5,11.6,M.Sc. Data Science,2015-05-22,Haryana
EMP01726,Harini Chaudhary,Deputy Director,National Sample Survey Office (NSSO),5,15.3,M.Sc. Mathematics,2011-01-11,Assam
EMP01727,Ekaja Chaudhary,Additional Director General,National Accounts Division (NAD),8,23.9,M.Sc. Statistics,2003-11-10,Madhya Pradesh
EMP01728,Anya Tiwari,Additional Director General,State DES - Tamil Nadu,8,22.1,M.Sc. Mathematics,2004-02-25,Rajasthan
EMP01729,Yashvi Rai,Deputy Director,Social Statistics Division (SSD),5,14.0,PhD Statistics,2012-11-10,Tamil Nadu
EMP01730,Libni Murthy,Assistant Director,National Accounts Division (NAD),4,11.7,M.A. Economics,2015-04-25,Uttar Pradesh
EMP01731,Krishna Gill,Senior Statistical Officer (SSO),State DES - Karnataka,3,12.5,M.Sc. Mathematics,2014-09-16,Haryana
EMP01732,Jeet Dubey,Director,Economic Census Division (ECD),7,24.4,M.Sc. Data Science,2002-08-28,Kerala
EMP01733,Hiral Agrawal,Joint Director,Social Statistics Division (SSD),6,13.7,M.A. Economics,2013-08-10,Haryana
EMP01734,Vyanjana Bhasin,Director,Central Statistics Office (CSO),7,24.2,MBA,2002-07-12,Maharashtra
EMP01735,Jeet Lata,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,13.7,B.Sc. Statistics,2013-04-22,Rajasthan
EMP01736,Leela Borra,Deputy Director,Central Statistics Office (CSO),5,17.3,M.A. Economics,2009-07-11,Madhya Pradesh
EMP01737,Harini Taneja,Assistant Director,State DES - Karnataka,4,14.0,PhD Statistics,2012-02-03,Kerala
EMP01738,Zaitra Luthra,Joint Director,State DES - Bihar,6,20.7,PhD Statistics,2006-11-13,Maharashtra
EMP01739,Mohammed Talwar,Additional Director General,State DES - Karnataka,8,21.0,MBA,2005-02-02,Maharashtra
EMP01740,Dev Gupta,Deputy Director,State DES - Uttar Pradesh,5,14.4,M.Tech Computer Science,2012-08-05,Tamil Nadu
EMP01741,Bimala Mital,Statistical Officer (SO),State DES - Bihar,2,4.3,MBA,2022-03-19,Bihar
EMP01742,Anvi Bhasin,Assistant Director,State DES - Uttar Pradesh,4,11.6,M.Sc. Data Science,2015-10-18,Haryana
EMP01743,Bhavini Chaudhuri,Deputy Director,Economic Census Division (ECD),5,14.6,B.Sc. Statistics,2012-02-28,Bihar
EMP01744,Yatin Khare,Joint Director,Social Statistics Division (SSD),6,23.5,PhD Statistics,2003-03-11,Rajasthan
EMP01745,Mitali Chacko,Additional Director General,Price Statistics Division (PSD),8,22.3,M.Tech Computer Science,2004-10-24,Kerala
EMP01746,Libni Narayanan,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,5.2,MBA,2021-08-26,Andhra Pradesh
EMP01747,Charan Seshadri,Director General,State DES - Maharashtra,9,22.7,M.A. Economics,2004-10-14,West Bengal
EMP01748,Mitali Chaudhary,Joint Director,State DES - Uttar Pradesh,6,21.5,M.Tech Computer Science,2005-06-21,Uttarakhand
EMP01749,Anjali Mital,Statistical Officer (SO),State DES - Maharashtra,2,6.0,M.Sc. Statistics,2020-03-26,Chhattisgarh
EMP01750,Manan Tripathi,Statistical Officer (SO),State DES - Uttar Pradesh,2,6.0,M.Sc. Data Science,2020-11-14,Karnataka
EMP01751,Jagvi Krishnan,Additional Director General,State DES - Bihar,8,23.4,M.Sc. Mathematics,2003-02-06,Haryana
EMP01752,Jeet Bhasin,Joint Director,State DES - Bihar,6,17.4,MBA,2009-07-19,West Bengal
EMP01753,Ranveer Nath,Director,Price Statistics Division (PSD),7,15.2,M.A. Economics,2011-03-09,Madhya Pradesh
EMP01754,Tejas Chacko,Joint Director,State DES - Tamil Nadu,6,18.4,M.Sc. Data Science,2008-06-23,Uttarakhand
EMP01755,Imaran Bhasin,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,5.9,M.Sc. Data Science,2021-03-04,Punjab
EMP01756,Amaira Rao,Junior Statistical Officer (JSO),State DES - Maharashtra,1,4.1,M.A. Economics,2022-06-28,Karnataka
EMP01757,Eshana Chacko,Assistant Director,National Accounts Division (NAD),4,8.0,MBA,2018-04-07,Kerala
EMP01758,Timothy Sidhu,Junior Statistical Officer (JSO),State DES - Uttar Pradesh,1,1.5,M.Sc. Statistics,2025-01-15,Andhra Pradesh
EMP01759,Imaran Mital,Assistant Director,State DES - Uttar Pradesh,4,9.8,PhD Statistics,2017-04-07,Andhra Pradesh
EMP01760,Timothy Kaur,Statistical Officer (SO),National Accounts Division (NAD),2,2.6,M.Sc. Statistics,2024-04-04,Uttar Pradesh
EMP01761,Falak Mital,Joint Director,Social Statistics Division (SSD),6,21.0,MBA,2005-04-03,Rajasthan
EMP01762,Dayamai Chaudhary,Joint Director,State DES - Maharashtra,6,17.7,M.Sc. Statistics,2009-01-01,Odisha
EMP01763,Daniel Lata,Director,National Sample Survey Office (NSSO),7,19.8,M.A. Economics,2007-05-27,Telangana
EMP01764,Anjali De,Deputy Director,State DES - Bihar,5,11.3,M.Sc. Statistics,2015-08-01,Andhra Pradesh
EMP01765,Parth Sandhu,Joint Director,Price Statistics Division (PSD),6,12.5,M.Sc. Mathematics,2014-01-05,Uttarakhand
EMP01766,Gunbir Balasubramanian,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,11.0,B.Sc. Statistics,2015-04-28,Himachal Pradesh
EMP01767,Utkarsh Chaudhuri,Deputy Director,Data Informatics & Innovation Division (DIID),5,12.7,M.Sc. Mathematics,2014-03-06,Madhya Pradesh
EMP01768,Libni Gola,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,11.4,M.Sc. Mathematics,2015-02-26,Telangana
EMP01769,Joshua Narayanan,Additional Director General,Data Informatics & Innovation Division (DIID),8,20.4,M.A. Economics,2006-10-11,Kerala
EMP01770,Amaira Gill,Junior Statistical Officer (JSO),State DES - Uttar Pradesh,1,2.3,B.Sc. Statistics,2024-07-02,Bihar
EMP01771,Rushil Kaur,Director General,National Sample Survey Office (NSSO),9,24.0,B.Sc. Statistics,2002-04-03,Telangana
EMP01772,Yash Bains,Statistical Officer (SO),State DES - Uttar Pradesh,2,8.8,MBA,2018-08-05,Chhattisgarh
EMP01773,Tejas Dubey,Junior Statistical Officer (JSO),State DES - Uttar Pradesh,1,2.2,M.Tech Computer Science,2024-06-22,Bihar
EMP01774,Rushil Kant,Statistical Officer (SO),State DES - Bihar,2,5.3,M.Sc. Data Science,2021-04-17,Bihar
EMP01775,Maanas Lata,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,6.3,M.Sc. Statistics,2020-05-20,Andhra Pradesh
EMP01776,Anya Singh,Assistant Director,State DES - Bihar,4,8.5,M.Tech Computer Science,2018-12-15,Haryana
EMP01777,Varsha Dhar,Director General,Economic Census Division (ECD),9,28.2,M.Sc. Mathematics,1998-07-12,Haryana
EMP01778,Varsha Balasubramanian,Junior Statistical Officer (JSO),Data Informatics & Innovation Division (DIID),1,4.0,B.Sc. Statistics,2022-03-01,Rajasthan
EMP01779,Harsh Tella,Junior Statistical Officer (JSO),Price Statistics Division (PSD),1,4.3,M.Sc. Mathematics,2022-06-01,Andhra Pradesh
EMP01780,Aadi Dasgupta,Additional Director General,Price Statistics Division (PSD),8,28.3,MBA,1998-04-15,Odisha
EMP01781,Bahadurjit Borra,Director General,State DES - Bihar,9,27.3,M.Tech Computer Science,1999-06-11,Jharkhand
EMP01782,Ekaja Shroff,Deputy Director,State DES - Uttar Pradesh,5,12.4,PhD Statistics,2014-11-28,Tamil Nadu
EMP01783,Hitesh Bali,Director General,Social Statistics Division (SSD),9,25.2,MBA,2001-09-05,West Bengal
EMP01784,Anya Chacko,Additional Director General,National Sample Survey Office (NSSO),8,28.0,M.Tech Computer Science,1998-06-10,Bihar
EMP01785,Aahana De,Director General,National Sample Survey Office (NSSO),9,33.8,M.Sc. Mathematics,1993-09-07,Andhra Pradesh
EMP01786,Harsh Seshadri,Assistant Director,Price Statistics Division (PSD),4,13.8,M.A. Economics,2013-10-25,Jharkhand
EMP01787,Harsh Bhasin,Director General,State DES - Maharashtra,9,28.3,M.A. Economics,1998-04-23,Chhattisgarh
EMP01788,Gunbir Luthra,Joint Director,State DES - Tamil Nadu,6,13.9,M.Sc. Mathematics,2013-04-27,Himachal Pradesh
EMP01789,Libni Bali,Senior Statistical Officer (SSO),State DES - Karnataka,3,9.4,MBA,2017-05-02,Rajasthan
EMP01790,Krishna Chhabra,Director,Data Informatics & Innovation Division (DIID),7,25.8,PhD Statistics,2001-06-05,Odisha
EMP01791,Lakshit Agrawal,Junior Statistical Officer (JSO),State DES - Bihar,1,1.3,M.Tech Computer Science,2025-12-20,Rajasthan
EMP01792,Amaira Bains,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,4.0,M.Sc. Mathematics,2022-03-25,Assam
EMP01793,Dayamai Singh,Director,State DES - Tamil Nadu,7,24.4,MBA,2002-10-07,Andhra Pradesh
EMP01794,Zaitra Seshadri,Joint Director,Economic Census Division (ECD),6,12.8,M.Sc. Mathematics,2014-02-24,Andhra Pradesh
EMP01795,Utkarsh Dhar,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,6.1,M.Tech Computer Science,2020-01-21,Haryana
EMP01796,Eta Gola,Deputy Director,State DES - Tamil Nadu,5,14.2,PhD Statistics,2012-11-15,Gujarat
EMP01797,Anvi Seth,Statistical Officer (SO),State DES - Karnataka,2,5.8,PhD Statistics,2021-02-25,Bihar
EMP01798,Aarush Sandhu,Joint Director,Central Statistics Office (CSO),6,22.5,MBA,2004-02-21,Kerala
EMP01799,Mitali De,Senior Statistical Officer (SSO),State DES - Bihar,3,12.8,PhD Statistics,2014-04-17,Punjab
EMP01800,Anya Samra,Joint Director,State DES - Tamil Nadu,6,14.9,PhD Statistics,2012-07-02,Madhya Pradesh
EMP01801,Dev Goswami,Deputy Director,State DES - Bihar,5,17.4,M.Tech Computer Science,2009-11-17,Kerala
EMP01802,Hitesh Shukla,Deputy Director,National Sample Survey Office (NSSO),5,18.8,B.Sc. Statistics,2008-12-26,Tamil Nadu
EMP01803,Falak Singh,Additional Director General,Data Informatics & Innovation Division (DIID),8,20.7,M.Tech Computer Science,2006-12-16,Tamil Nadu
EMP01804,Harini Dubey,Director,State DES - Tamil Nadu,7,22.3,MBA,2004-10-04,Maharashtra
EMP01805,Vinaya Seshadri,Statistical Officer (SO),National Sample Survey Office (NSSO),2,6.0,M.Sc. Data Science,2020-10-22,Telangana
EMP01806,Leela Kapoor,Director,State DES - Bihar,7,24.8,B.Sc. Statistics,2002-11-26,Telangana
EMP01807,Aahana Tripathi,Additional Director General,State DES - Maharashtra,8,24.9,B.Sc. Statistics,2002-11-24,Andhra Pradesh
EMP01808,Timothy De,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,1.9,B.Sc. Statistics,2025-02-10,Haryana
EMP01809,Aarush Shukla,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,3.9,M.A. Economics,2023-06-08,Telangana
EMP01810,Parth Prabhu,Junior Statistical Officer (JSO),State DES - Bihar,1,2.3,M.Tech Computer Science,2024-04-18,Uttar Pradesh
EMP01811,Timothy Tiwari,Director General,State DES - Bihar,9,29.8,MBA,1997-03-28,Telangana
EMP01812,Falak Tripathi,Statistical Officer (SO),State DES - Karnataka,2,4.3,M.Sc. Data Science,2022-05-04,Haryana
EMP01813,Aarush Sandhu,Statistical Officer (SO),Social Statistics Division (SSD),2,6.5,PhD Statistics,2020-07-07,Uttar Pradesh
EMP01814,Gaurika Tripathi,Additional Director General,State DES - Uttar Pradesh,8,22.2,M.A. Economics,2004-03-11,Uttar Pradesh
EMP01815,Amaira Joshi,Assistant Director,State DES - Maharashtra,4,11.8,M.Tech Computer Science,2015-09-06,Chhattisgarh
EMP01816,Krishna Murthy,Statistical Officer (SO),National Sample Survey Office (NSSO),2,3.4,MBA,2023-03-23,Kerala
EMP01817,Hitesh Rao,Joint Director,Data Informatics & Innovation Division (DIID),6,16.8,M.Sc. Statistics,2010-10-19,Punjab
EMP01818,Nikita Bhatti,Assistant Director,Central Statistics Office (CSO),4,10.4,M.Sc. Data Science,2016-03-22,Chhattisgarh
EMP01819,Parth Narayanan,Additional Director General,State DES - Bihar,8,20.7,M.Sc. Data Science,2006-04-15,Gujarat
EMP01820,Jeet Lata,Assistant Director,Economic Census Division (ECD),4,7.5,M.Sc. Data Science,2019-10-16,West Bengal
EMP01821,Hiral Prabhu,Director,State DES - Karnataka,7,21.7,M.Sc. Data Science,2005-03-28,Madhya Pradesh
EMP01822,Gunbir Dhar,Director,Data Informatics & Innovation Division (DIID),7,22.5,M.Tech Computer Science,2004-05-14,Telangana
EMP01823,Siya Kant,Assistant Director,Social Statistics Division (SSD),4,9.2,M.Sc. Statistics,2017-06-28,Bihar
EMP01824,Jagvi Khare,Assistant Director,State DES - Karnataka,4,14.0,M.Sc. Mathematics,2012-09-23,Tamil Nadu
EMP01825,Rudra Rao,Joint Director,State DES - Karnataka,6,13.3,M.Sc. Data Science,2013-12-23,Telangana
EMP01826,Jeet Taneja,Assistant Director,State DES - Karnataka,4,10.7,B.Sc. Statistics,2016-10-15,Odisha
EMP01827,Falak Dhar,Director,National Accounts Division (NAD),7,15.8,B.Sc. Statistics,2011-08-18,Chhattisgarh
EMP01828,Jeet Ahluwalia,Joint Director,State DES - Bihar,6,17.7,M.Sc. Mathematics,2009-11-12,Karnataka
EMP01829,Anjali Sandhu,Deputy Director,State DES - Bihar,5,14.7,B.Sc. Statistics,2012-08-14,Himachal Pradesh
EMP01830,Leela Bali,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,13.9,PhD Statistics,2013-09-23,Punjab
EMP01831,Vedhika Agrawal,Joint Director,State DES - Maharashtra,6,14.8,MBA,2012-09-22,Bihar
EMP01832,Vinaya Bhatti,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,4.9,M.A. Economics,2022-02-25,Uttarakhand
EMP01833,Anjali Murthy,Statistical Officer (SO),State DES - Bihar,2,5.7,M.Sc. Mathematics,2021-04-20,Rajasthan
EMP01834,Timothy Bali,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,12.4,PhD Statistics,2014-06-03,Tamil Nadu
EMP01835,Anya Dara,Director,Data Informatics & Innovation Division (DIID),7,24.7,PhD Statistics,2002-06-06,Bihar
EMP01836,Anya Agrawal,Joint Director,Data Informatics & Innovation Division (DIID),6,14.1,M.Tech Computer Science,2012-02-06,Assam
EMP01837,Gaurika Dara,Assistant Director,State DES - Tamil Nadu,4,8.3,M.Sc. Statistics,2018-08-25,Haryana
EMP01838,Anya Gola,Deputy Director,State DES - Karnataka,5,9.2,B.Sc. Statistics,2017-01-22,Chhattisgarh
EMP01839,Siya Goswami,Senior Statistical Officer (SSO),State DES - Maharashtra,3,4.0,B.Sc. Statistics,2022-06-13,West Bengal
EMP01840,Anvi Narayanan,Joint Director,National Accounts Division (NAD),6,22.3,M.Sc. Data Science,2004-08-06,Himachal Pradesh
EMP01841,Rushil Rai,Joint Director,State DES - Tamil Nadu,6,13.2,M.Sc. Mathematics,2013-06-19,Himachal Pradesh
EMP01842,Darsh Kapoor,Additional Director General,National Accounts Division (NAD),8,26.5,M.Sc. Mathematics,2000-01-20,Odisha
EMP01843,Mitali Rao,Statistical Officer (SO),Economic Census Division (ECD),2,7.7,M.Tech Computer Science,2019-06-22,Tamil Nadu
EMP01844,Darsh Dhar,Director General,National Sample Survey Office (NSSO),9,24.0,PhD Statistics,2002-10-05,Rajasthan
EMP01845,Bahadurjit Gupta,Additional Director General,State DES - Maharashtra,8,29.1,MBA,1997-02-22,Odisha
EMP01846,Harini Bains,Joint Director,National Accounts Division (NAD),6,15.0,M.Sc. Data Science,2011-04-26,Assam
EMP01847,Krishna Nazareth,Joint Director,State DES - Uttar Pradesh,6,12.7,M.Sc. Statistics,2014-02-22,Jharkhand
EMP01848,Jeet Bhatti,Director General,State DES - Bihar,9,28.8,MBA,1998-11-07,Chhattisgarh
EMP01849,Ranveer Bhatti,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,8.5,M.Tech Computer Science,2018-07-14,Madhya Pradesh
EMP01850,Daniel Samra,Additional Director General,National Sample Survey Office (NSSO),8,18.3,M.A. Economics,2008-08-20,Chhattisgarh
EMP01851,Daniel Agrawal,Additional Director General,Economic Census Division (ECD),8,29.9,B.Sc. Statistics,1997-01-07,Jharkhand
EMP01852,Nikita Agrawal,Director General,Social Statistics Division (SSD),9,24.1,B.Sc. Statistics,2002-01-02,Chhattisgarh
EMP01853,Anvi Kaur,Assistant Director,State DES - Maharashtra,4,9.5,B.Sc. Statistics,2017-12-17,Madhya Pradesh
EMP01854,Gunbir Tripathi,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,9.1,B.Sc. Statistics,2017-02-15,Rajasthan
EMP01855,Darsh Kapoor,Assistant Director,National Sample Survey Office (NSSO),4,13.1,M.Sc. Data Science,2013-04-19,Assam
EMP01856,Dev Murthy,Junior Statistical Officer (JSO),Data Informatics & Innovation Division (DIID),1,1.2,M.Sc. Data Science,2025-05-01,Tamil Nadu
EMP01857,Ekaja Singh,Joint Director,Data Informatics & Innovation Division (DIID),6,23.8,M.Sc. Data Science,2003-07-02,Telangana
EMP01858,Harsh Balasubramanian,Assistant Director,Economic Census Division (ECD),4,12.2,MBA,2014-12-28,Uttarakhand
EMP01859,Ekaja Tella,Deputy Director,State DES - Tamil Nadu,5,11.0,M.Tech Computer Science,2015-12-01,Madhya Pradesh
EMP01860,Yash Seth,Director,Price Statistics Division (PSD),7,19.5,PhD Statistics,2007-10-01,Kerala
EMP01861,Dev Khare,Director,State DES - Uttar Pradesh,7,15.5,M.Sc. Mathematics,2011-02-21,Gujarat
EMP01862,Eta Joshi,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,13.0,M.Sc. Statistics,2013-09-11,Uttar Pradesh
EMP01863,Joshua Mital,Deputy Director,State DES - Bihar,5,18.6,MBA,2008-09-10,Punjab
EMP01864,Ranveer Tripathi,Deputy Director,National Sample Survey Office (NSSO),5,10.1,MBA,2016-02-18,Rajasthan
EMP01865,Tejas Dani,Assistant Director,Central Statistics Office (CSO),4,7.3,PhD Statistics,2019-02-04,Assam
EMP01866,Yashvi Nazareth,Director,State DES - Bihar,7,17.2,M.Sc. Statistics,2009-07-20,Gujarat
EMP01867,Siya Prabhu,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,8.4,M.Sc. Data Science,2018-12-11,Rajasthan
EMP01868,Mitali Bhasin,Junior Statistical Officer (JSO),Social Statistics Division (SSD),1,4.8,M.Tech Computer Science,2022-06-15,Uttar Pradesh
EMP01869,Kabir Kapoor,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,2.6,M.Tech Computer Science,2024-02-08,Jharkhand
EMP01870,Darsh Tella,Assistant Director,State DES - Bihar,4,9.4,PhD Statistics,2017-08-03,West Bengal
EMP01871,Hiral Singh,Director General,National Accounts Division (NAD),9,25.5,M.Sc. Mathematics,2001-06-02,Chhattisgarh
EMP01872,Eta Mukhopadhyay,Statistical Officer (SO),State DES - Maharashtra,2,4.9,B.Sc. Statistics,2022-12-06,Himachal Pradesh
EMP01873,Lakshit Bhatti,Joint Director,National Sample Survey Office (NSSO),6,12.5,M.Sc. Data Science,2014-07-01,West Bengal
EMP01874,Aadi Ahluwalia,Director,National Sample Survey Office (NSSO),7,24.2,M.Sc. Data Science,2002-10-18,Maharashtra
EMP01875,Anjali Narayanan,Additional Director General,State DES - Tamil Nadu,8,29.2,MBA,1997-11-20,Punjab
EMP01876,Daniel Prabhu,Assistant Director,State DES - Karnataka,4,12.8,M.Tech Computer Science,2014-11-15,Telangana
EMP01877,Rudra Kapoor,Senior Statistical Officer (SSO),Social Statistics Division (SSD),3,8.5,M.Sc. Data Science,2018-05-21,Bihar
EMP01878,Lakshit Shroff,Director,National Accounts Division (NAD),7,27.0,M.A. Economics,1999-07-26,West Bengal
EMP01879,Anvi Balasubramanian,Junior Statistical Officer (JSO),State DES - Bihar,1,2.8,M.Sc. Data Science,2024-03-27,Andhra Pradesh
EMP01880,Dev Sidhu,Assistant Director,Data Informatics & Innovation Division (DIID),4,15.4,MBA,2011-12-15,Odisha
EMP01881,Aahana Kaur,Additional Director General,Social Statistics Division (SSD),8,22.4,MBA,2004-12-17,Bihar
EMP01882,Viraj Singh,Assistant Director,State DES - Karnataka,4,13.1,M.Sc. Data Science,2013-06-15,Himachal Pradesh
EMP01883,Harini Tiwari,Director,Economic Census Division (ECD),7,19.5,M.Sc. Data Science,2007-03-16,Andhra Pradesh
EMP01884,Anya Rao,Additional Director General,State DES - Karnataka,8,21.6,MBA,2005-04-07,Maharashtra
EMP01885,Hitesh Taneja,Senior Statistical Officer (SSO),State DES - Maharashtra,3,10.6,MBA,2016-08-01,Uttar Pradesh
EMP01886,Mohammed Rai,Director,National Accounts Division (NAD),7,21.8,M.Tech Computer Science,2005-03-21,Uttarakhand
EMP01887,Krishna Bhasin,Assistant Director,Social Statistics Division (SSD),4,7.5,PhD Statistics,2019-12-05,Gujarat
EMP01888,Bhavini Dani,Joint Director,State DES - Karnataka,6,19.3,B.Sc. Statistics,2007-02-03,Tamil Nadu
EMP01889,Amaira Nath,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,2.3,M.A. Economics,2024-04-24,Telangana
EMP01890,Harsh Rai,Deputy Director,Social Statistics Division (SSD),5,17.4,M.A. Economics,2009-08-16,Uttarakhand
EMP01891,Hitesh Talwar,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,6.9,M.Sc. Mathematics,2020-03-14,Bihar
EMP01892,Eta Rao,Director,State DES - Maharashtra,7,16.9,PhD Statistics,2010-12-28,Kerala
EMP01893,Ekaja Singh,Statistical Officer (SO),National Accounts Division (NAD),2,6.6,PhD Statistics,2020-01-05,Tamil Nadu
EMP01894,Bimala Kaur,Additional Director General,National Accounts Division (NAD),8,22.6,B.Sc. Statistics,2004-12-27,Uttarakhand
